Ten vat tu,Loai,Don vi,So luong,Don gia,Nguong canh bao,Ghi chu
Vat tu 1508,Dam thep,met,245.42,63288,5,Ghi chu 1508
Vat tu 1509,Thep goc,kg,228.30,73676,5,Ghi chu 1509
Vat tu 1510,Thep hop,tan,266.81,74402,5,Ghi chu 1510
Vat tu 1511,Thep goc,kg,326.31,50525,5,Ghi chu 1511
Vat tu 1512,Thep hinh,thung,61.90,80386,5,Ghi chu 1512
Vat tu 1513,Bu long - Oc vit,cuon,318.44,70650,5,Ghi chu 1513
Vat tu 1514,Thep goc,cai,91.11,57640,5,Ghi chu 1514
Vat tu 1515,Dam thep,met,64.18,71595,5,Ghi chu 1515
Vat tu 1516,Tam thep,kg,101.31,64489,5,Ghi chu 1516
Vat tu 1517,Bu long - Oc vit,thung,239.01,82657,5,Ghi chu 1517
Vat tu 1518,Tam thep,cuon,13.39,54208,5,Ghi chu 1518
Vat tu 1519,Bu long - Oc vit,kg,318.00,79570,5,Ghi chu 1519
Vat tu 1520,Thep hinh,cuon,12.84,51139,5,Ghi chu 1520
Vat tu 1521,Ong thep,met,110.08,76766,5,Ghi chu 1521
Vat tu 1522,Thep hop,cuon,300.48,50329,5,Ghi chu 1522
Vat tu 1523,Tam thep,kg,249.15,81733,5,Ghi chu 1523
Vat tu 1524,Vat tu tieu hao,tan,7.77,55680,5,Ghi chu 1524
Vat tu 1525,Thep hinh,thung,124.11,59963,5,Ghi chu 1525
Vat tu 1526,Ong thep,cai,244.10,80487,5,Ghi chu 1526
Vat tu 1527,Thep goc,tan,135.60,64544,5,Ghi chu 1527
Vat tu 1528,Ong thep,met,88.83,69867,5,Ghi chu 1528
Vat tu 1529,Ong thep,thung,44.43,81839,5,Ghi chu 1529
Vat tu 1530,Tam thep,cai,251.59,74164,5,Ghi chu 1530
Vat tu 1531,Thep goc,tam,301.11,63948,5,Ghi chu 1531
Vat tu 1532,Thep goc,tan,283.82,55233,5,Ghi chu 1532
Vat tu 1533,Tam thep,kg,117.86,59997,5,Ghi chu 1533
Vat tu 1534,Vat tu tieu hao,cai,144.08,77524,5,Ghi chu 1534
Vat tu 1535,Bu long - Oc vit,tan,304.97,68542,5,Ghi chu 1535
Vat tu 1536,Vat tu tieu hao,cai,265.20,82639,5,Ghi chu 1536
Vat tu 1537,Tam thep,tan,245.88,53859,5,Ghi chu 1537
Vat tu 1538,Vat tu tieu hao,tan,31.80,54427,5,Ghi chu 1538
Vat tu 1539,Bu long - Oc vit,cuon,161.55,52045,5,Ghi chu 1539
Vat tu 1540,Tam thep,cai,113.73,81544,5,Ghi chu 1540
Vat tu 1541,Bu long - Oc vit,met,302.90,66566,5,Ghi chu 1541
Vat tu 1542,Dam thep,met,272.98,54422,5,Ghi chu 1542
Vat tu 1543,Thep hinh,kg,190.74,78999,5,Ghi chu 1543
Vat tu 1544,Thep hinh,kg,177.04,60019,5,Ghi chu 1544
Vat tu 1545,Thep hop,cai,168.24,51814,5,Ghi chu 1545
Vat tu 1546,Ong thep,cuon,306.76,53455,5,Ghi chu 1546
Vat tu 1547,Dam thep,cuon,135.73,62795,5,Ghi chu 1547
Vat tu 1548,Bu long - Oc vit,cai,143.39,70582,5,Ghi chu 1548
Vat tu 1549,Dam thep,kg,71.53,56682,5,Ghi chu 1549
Vat tu 1550,Bu long - Oc vit,tam,153.70,56336,5,Ghi chu 1550
Vat tu 1551,Ong thep,tan,175.95,63007,5,Ghi chu 1551
Vat tu 1552,Ong thep,tan,274.84,81213,5,Ghi chu 1552
Vat tu 1553,Vat tu tieu hao,tan,311.03,57681,5,Ghi chu 1553
Vat tu 1554,Thep goc,met,26.57,62468,5,Ghi chu 1554
Vat tu 1555,Tam thep,tan,45.09,79283,5,Ghi chu 1555
Vat tu 1556,Ong thep,cai,127.07,66587,5,Ghi chu 1556
Vat tu 1557,Dam thep,met,192.07,81574,5,Ghi chu 1557
Vat tu 1558,Tam thep,kg,134.85,56974,5,Ghi chu 1558
Vat tu 1559,Thep goc,cai,258.74,57421,5,Ghi chu 1559
Vat tu 1560,Dam thep,met,198.14,71677,5,Ghi chu 1560
Vat tu 1561,Bu long - Oc vit,thung,208.37,69216,5,Ghi chu 1561
Vat tu 1562,Ong thep,tan,295.78,67685,5,Ghi chu 1562
Vat tu 1563,Bu long - Oc vit,cuon,53.94,58035,5,Ghi chu 1563
Vat tu 1564,Thep goc,cuon,285.05,54569,5,Ghi chu 1564
Vat tu 1565,Ong thep,cai,152.10,67034,5,Ghi chu 1565
Vat tu 1566,Thep goc,tam,109.88,80983,5,Ghi chu 1566
Vat tu 1567,Thep hinh,tam,128.18,76773,5,Ghi chu 1567
Vat tu 1568,Thep hop,tam,27.27,75623,5,Ghi chu 1568
Vat tu 1569,Dam thep,cuon,148.82,74253,5,Ghi chu 1569
Vat tu 1570,Ong thep,tam,304.67,54075,5,Ghi chu 1570
Vat tu 1571,Ong thep,tan,22.40,55087,5,Ghi chu 1571
Vat tu 1572,Thep hinh,tam,146.53,55658,5,Ghi chu 1572
Vat tu 1573,Vat tu tieu hao,kg,106.31,50505,5,Ghi chu 1573
Vat tu 1574,Bu long - Oc vit,tam,78.72,61581,5,Ghi chu 1574
Vat tu 1575,Bu long - Oc vit,thung,113.03,77884,5,Ghi chu 1575
Vat tu 1576,Thep hinh,cai,140.71,71035,5,Ghi chu 1576
Vat tu 1577,Thep hop,cuon,262.62,58941,5,Ghi chu 1577
Vat tu 1578,Thep hop,met,328.13,78943,5,Ghi chu 1578
Vat tu 1579,Thep hinh,cai,78.05,82730,5,Ghi chu 1579
Vat tu 1580,Thep hinh,cuon,12.00,68929,5,Ghi chu 1580
Vat tu 1581,Tam thep,thung,306.06,55827,5,Ghi chu 1581
Vat tu 1582,Vat tu tieu hao,tan,63.45,51939,5,Ghi chu 1582
Vat tu 1583,Dam thep,cuon,118.09,63104,5,Ghi chu 1583
Vat tu 1584,Bu long - Oc vit,met,265.63,80341,5,Ghi chu 1584
Vat tu 1585,Tam thep,cai,132.80,60126,5,Ghi chu 1585
Vat tu 1586,Tam thep,thung,145.90,70424,5,Ghi chu 1586
Vat tu 1587,Bu long - Oc vit,tan,210.06,53524,5,Ghi chu 1587
Vat tu 1588,Tam thep,tan,241.03,80574,5,Ghi chu 1588
Vat tu 1589,Tam thep,kg,212.71,61329,5,Ghi chu 1589
Vat tu 1590,Thep hop,tan,133.09,70685,5,Ghi chu 1590
Vat tu 1591,Vat tu tieu hao,kg,126.27,67869,5,Ghi chu 1591
Vat tu 1592,Thep hinh,tan,248.41,55040,5,Ghi chu 1592
Vat tu 1593,Thep hop,cuon,123.36,70253,5,Ghi chu 1593
Vat tu 1594,Thep goc,kg,142.39,65362,5,Ghi chu 1594
Vat tu 1595,Thep hinh,cai,133.47,74156,5,Ghi chu 1595
Vat tu 1596,Tam thep,thung,121.03,70775,5,Ghi chu 1596
Vat tu 1597,Thep hinh,cuon,88.54,57481,5,Ghi chu 1597
Vat tu 1598,Tam thep,kg,64.17,75505,5,Ghi chu 1598
Vat tu 1599,Thep goc,kg,4.97,55213,5,Ghi chu 1599
Vat tu 1600,Thep hop,tan,198.96,66031,5,Ghi chu 1600
Vat tu 1601,Tam thep,kg,309.49,68112,5,Ghi chu 1601
Vat tu 1602,Thep hop,thung,257.83,57985,5,Ghi chu 1602
Vat tu 1603,Vat tu tieu hao,thung,111.40,75460,5,Ghi chu 1603
Vat tu 1604,Dam thep,kg,318.06,62386,5,Ghi chu 1604
Vat tu 1605,Tam thep,tan,280.86,76784,5,Ghi chu 1605
Vat tu 1606,Thep hinh,thung,302.08,66771,5,Ghi chu 1606
Vat tu 1607,Bu long - Oc vit,tan,115.33,81033,5,Ghi chu 1607
Vat tu 1608,Thep goc,tan,161.27,79070,5,Ghi chu 1608
Vat tu 1609,Vat tu tieu hao,cai,60.28,59672,5,Ghi chu 1609
Vat tu 1610,Thep hop,thung,135.03,59817,5,Ghi chu 1610
Vat tu 1611,Thep hop,met,192.50,70107,5,Ghi chu 1611
Vat tu 1612,Thep goc,kg,4.58,54262,5,Ghi chu 1612
Vat tu 1613,Thep hop,tan,201.02,78927,5,Ghi chu 1613
Vat tu 1614,Thep hinh,cuon,131.87,73980,5,Ghi chu 1614
Vat tu 1615,Thep goc,cuon,37.14,55064,5,Ghi chu 1615
Vat tu 1616,Bu long - Oc vit,tan,175.11,56399,5,Ghi chu 1616
Vat tu 1617,Thep hop,tan,166.14,76646,5,Ghi chu 1617
Vat tu 1618,Tam thep,kg,111.19,81316,5,Ghi chu 1618
Vat tu 1619,Thep hinh,tam,154.89,59467,5,Ghi chu 1619
Vat tu 1620,Vat tu tieu hao,kg,229.21,60722,5,Ghi chu 1620
Vat tu 1621,Thep goc,tan,265.62,80478,5,Ghi chu 1621
Vat tu 1622,Thep hop,tam,207.32,50416,5,Ghi chu 1622
Vat tu 1623,Vat tu tieu hao,cuon,231.76,63626,5,Ghi chu 1623
Vat tu 1624,Ong thep,tam,98.17,70884,5,Ghi chu 1624
Vat tu 1625,Thep hop,tan,228.70,54898,5,Ghi chu 1625
Vat tu 1626,Thep goc,tam,172.50,68617,5,Ghi chu 1626
Vat tu 1627,Bu long - Oc vit,tam,9.06,75864,5,Ghi chu 1627
Vat tu 1628,Thep goc,tam,179.61,80342,5,Ghi chu 1628
Vat tu 1629,Thep hop,kg,80.70,67827,5,Ghi chu 1629
Vat tu 1630,Vat tu tieu hao,met,281.93,62813,5,Ghi chu 1630
Vat tu 1631,Vat tu tieu hao,tan,299.88,70359,5,Ghi chu 1631
Vat tu 1632,Tam thep,tam,315.43,78033,5,Ghi chu 1632
Vat tu 1633,Thep hop,cai,34.45,66600,5,Ghi chu 1633
Vat tu 1634,Thep hinh,met,32.02,68424,5,Ghi chu 1634
Vat tu 1635,Bu long - Oc vit,thung,168.72,66425,5,Ghi chu 1635
Vat tu 1636,Thep goc,cai,177.95,79841,5,Ghi chu 1636
Vat tu 1637,Vat tu tieu hao,met,309.08,65584,5,Ghi chu 1637
Vat tu 1638,Thep hop,kg,200.20,64896,5,Ghi chu 1638
Vat tu 1639,Thep hinh,thung,90.50,67170,5,Ghi chu 1639
Vat tu 1640,Thep hinh,thung,19.86,62586,5,Ghi chu 1640
Vat tu 1641,Ong thep,cuon,205.30,78725,5,Ghi chu 1641
Vat tu 1642,Dam thep,tam,10.37,54838,5,Ghi chu 1642
Vat tu 1643,Thep hinh,met,290.94,67166,5,Ghi chu 1643
Vat tu 1644,Dam thep,tan,252.63,72773,5,Ghi chu 1644
Vat tu 1645,Tam thep,met,313.51,60772,5,Ghi chu 1645
Vat tu 1646,Dam thep,tam,277.58,62334,5,Ghi chu 1646
Vat tu 1647,Dam thep,cuon,166.20,50710,5,Ghi chu 1647
Vat tu 1648,Vat tu tieu hao,met,320.15,77637,5,Ghi chu 1648
Vat tu 1649,Tam thep,kg,259.99,63637,5,Ghi chu 1649
Vat tu 1650,Dam thep,cai,267.98,62534,5,Ghi chu 1650
Vat tu 1651,Ong thep,kg,279.11,71360,5,Ghi chu 1651
Vat tu 1652,Tam thep,cai,107.27,51934,5,Ghi chu 1652
Vat tu 1653,Bu long - Oc vit,cai,65.46,82582,5,Ghi chu 1653
Vat tu 1654,Dam thep,kg,219.11,56695,5,Ghi chu 1654
Vat tu 1655,Bu long - Oc vit,tam,66.26,64130,5,Ghi chu 1655
Vat tu 1656,Tam thep,cuon,198.19,66152,5,Ghi chu 1656
Vat tu 1657,Vat tu tieu hao,met,283.86,61719,5,Ghi chu 1657
Vat tu 1658,Tam thep,thung,110.17,51010,5,Ghi chu 1658
Vat tu 1659,Vat tu tieu hao,cuon,21.66,79938,5,Ghi chu 1659
Vat tu 1660,Tam thep,tam,311.88,73367,5,Ghi chu 1660
Vat tu 1661,Bu long - Oc vit,met,51.43,58371,5,Ghi chu 1661
Vat tu 1662,Bu long - Oc vit,tan,68.94,73960,5,Ghi chu 1662
Vat tu 1663,Bu long - Oc vit,met,227.12,68995,5,Ghi chu 1663
Vat tu 1664,Thep hinh,kg,13.77,73563,5,Ghi chu 1664
Vat tu 1665,Ong thep,tam,60.74,82145,5,Ghi chu 1665
Vat tu 1666,Thep hinh,met,146.41,76976,5,Ghi chu 1666
Vat tu 1667,Thep hinh,tam,260.07,65720,5,Ghi chu 1667
Vat tu 1668,Dam thep,cuon,45.42,56875,5,Ghi chu 1668
Vat tu 1669,Vat tu tieu hao,tan,37.23,58892,5,Ghi chu 1669
Vat tu 1670,Dam thep,kg,316.53,69754,5,Ghi chu 1670
Vat tu 1671,Bu long - Oc vit,cuon,197.50,80330,5,Ghi chu 1671
Vat tu 1672,Dam thep,met,35.73,69026,5,Ghi chu 1672
Vat tu 1673,Thep goc,met,75.31,69173,5,Ghi chu 1673
Vat tu 1674,Thep hinh,thung,205.18,74412,5,Ghi chu 1674
Vat tu 1675,Vat tu tieu hao,kg,258.28,79707,5,Ghi chu 1675
Vat tu 1676,Dam thep,thung,62.48,62303,5,Ghi chu 1676
Vat tu 1677,Tam thep,tan,282.81,52564,5,Ghi chu 1677
Vat tu 1678,Tam thep,thung,40.72,57702,5,Ghi chu 1678
Vat tu 1679,Tam thep,cai,84.55,51727,5,Ghi chu 1679
Vat tu 1680,Thep hinh,cuon,167.05,52510,5,Ghi chu 1680
Vat tu 1681,Thep hop,met,90.18,54753,5,Ghi chu 1681
Vat tu 1682,Dam thep,kg,267.61,56401,5,Ghi chu 1682
Vat tu 1683,Thep goc,kg,244.10,69056,5,Ghi chu 1683
Vat tu 1684,Vat tu tieu hao,cuon,220.00,79885,5,Ghi chu 1684
Vat tu 1685,Thep hop,cai,101.05,72734,5,Ghi chu 1685
Vat tu 1686,Thep hop,tam,178.10,63638,5,Ghi chu 1686
Vat tu 1687,Bu long - Oc vit,tan,228.76,50173,5,Ghi chu 1687
Vat tu 1688,Dam thep,kg,178.74,78696,5,Ghi chu 1688
Vat tu 1689,Thep goc,cuon,2.90,68336,5,Ghi chu 1689
Vat tu 1690,Ong thep,tan,257.45,74684,5,Ghi chu 1690
Vat tu 1691,Thep hop,cai,89.44,68855,5,Ghi chu 1691
Vat tu 1692,Thep hinh,met,15.18,52670,5,Ghi chu 1692
Vat tu 1693,Thep hinh,thung,305.81,71163,5,Ghi chu 1693
Vat tu 1694,Thep goc,thung,306.08,77309,5,Ghi chu 1694
Vat tu 1695,Thep hop,cuon,88.29,76533,5,Ghi chu 1695
Vat tu 1696,Thep goc,cuon,204.92,56892,5,Ghi chu 1696
Vat tu 1697,Thep goc,tam,121.54,67822,5,Ghi chu 1697
Vat tu 1698,Thep hop,met,59.79,60782,5,Ghi chu 1698
Vat tu 1699,Vat tu tieu hao,kg,202.35,53519,5,Ghi chu 1699
Vat tu 1700,Ong thep,tan,225.49,57444,5,Ghi chu 1700
Vat tu 1701,Dam thep,met,164.95,54835,5,Ghi chu 1701
Vat tu 1702,Dam thep,thung,113.59,77852,5,Ghi chu 1702
Vat tu 1703,Thep goc,thung,170.98,74702,5,Ghi chu 1703
Vat tu 1704,Thep hinh,tam,240.43,81790,5,Ghi chu 1704
Vat tu 1705,Thep hop,met,222.25,71503,5,Ghi chu 1705
Vat tu 1706,Thep goc,tan,5.02,77337,5,Ghi chu 1706
Vat tu 1707,Bu long - Oc vit,cuon,15.12,65967,5,Ghi chu 1707
Vat tu 1708,Dam thep,tam,188.38,68021,5,Ghi chu 1708
Vat tu 1709,Thep goc,thung,83.81,77659,5,Ghi chu 1709
Vat tu 1710,Ong thep,thung,164.74,79376,5,Ghi chu 1710
Vat tu 1711,Dam thep,cai,271.74,69254,5,Ghi chu 1711
Vat tu 1712,Dam thep,kg,207.78,69551,5,Ghi chu 1712
Vat tu 1713,Thep hinh,kg,29.98,75536,5,Ghi chu 1713
Vat tu 1714,Tam thep,cai,253.26,61779,5,Ghi chu 1714
Vat tu 1715,Thep hinh,thung,271.22,77809,5,Ghi chu 1715
Vat tu 1716,Ong thep,cuon,156.09,70454,5,Ghi chu 1716
Vat tu 1717,Thep goc,met,110.69,79078,5,Ghi chu 1717
Vat tu 1718,Dam thep,met,21.77,66144,5,Ghi chu 1718
Vat tu 1719,Thep hop,thung,304.67,77318,5,Ghi chu 1719
Vat tu 1720,Vat tu tieu hao,kg,314.45,79156,5,Ghi chu 1720
Vat tu 1721,Tam thep,cai,134.00,61635,5,Ghi chu 1721
Vat tu 1722,Thep goc,kg,92.50,53570,5,Ghi chu 1722
Vat tu 1723,Thep hop,met,196.77,66488,5,Ghi chu 1723
Vat tu 1724,Thep hinh,tam,156.80,60085,5,Ghi chu 1724
Vat tu 1725,Tam thep,tam,289.59,80575,5,Ghi chu 1725
Vat tu 1726,Tam thep,cai,167.82,73372,5,Ghi chu 1726
Vat tu 1727,Bu long - Oc vit,cuon,186.27,58356,5,Ghi chu 1727
Vat tu 1728,Thep hop,cuon,58.56,77658,5,Ghi chu 1728
Vat tu 1729,Vat tu tieu hao,tam,174.02,53996,5,Ghi chu 1729
Vat tu 1730,Vat tu tieu hao,cuon,27.74,59757,5,Ghi chu 1730
Vat tu 1731,Vat tu tieu hao,thung,69.38,60889,5,Ghi chu 1731
Vat tu 1732,Bu long - Oc vit,cuon,42.69,72727,5,Ghi chu 1732
Vat tu 1733,Tam thep,cuon,118.45,80995,5,Ghi chu 1733
Vat tu 1734,Vat tu tieu hao,kg,127.62,50364,5,Ghi chu 1734
Vat tu 1735,Tam thep,kg,77.57,76585,5,Ghi chu 1735
Vat tu 1736,Dam thep,cuon,199.70,67847,5,Ghi chu 1736
Vat tu 1737,Vat tu tieu hao,kg,326.49,77762,5,Ghi chu 1737
Vat tu 1738,Thep hop,kg,211.86,80818,5,Ghi chu 1738
Vat tu 1739,Dam thep,thung,29.63,58979,5,Ghi chu 1739
Vat tu 1740,Thep hop,cai,197.36,51284,5,Ghi chu 1740
Vat tu 1741,Thep hop,kg,40.22,53547,5,Ghi chu 1741
Vat tu 1742,Bu long - Oc vit,tan,205.37,56562,5,Ghi chu 1742
Vat tu 1743,Thep hinh,tan,323.00,77708,5,Ghi chu 1743
Vat tu 1744,Thep goc,cai,243.00,63363,5,Ghi chu 1744
Vat tu 1745,Ong thep,cuon,116.90,50579,5,Ghi chu 1745
Vat tu 1746,Thep goc,kg,110.91,60222,5,Ghi chu 1746
Vat tu 1747,Thep hinh,tan,273.03,54947,5,Ghi chu 1747
Vat tu 1748,Vat tu tieu hao,thung,54.46,68930,5,Ghi chu 1748
Vat tu 1749,Bu long - Oc vit,cuon,225.76,67738,5,Ghi chu 1749
Vat tu 1750,Thep goc,cai,284.76,59210,5,Ghi chu 1750
Vat tu 1751,Thep hinh,kg,212.70,58370,5,Ghi chu 1751
Vat tu 1752,Dam thep,cuon,189.13,66134,5,Ghi chu 1752
Vat tu 1753,Ong thep,kg,27.43,64501,5,Ghi chu 1753
Vat tu 1754,Dam thep,thung,175.04,61306,5,Ghi chu 1754
Vat tu 1755,Bu long - Oc vit,met,274.28,55598,5,Ghi chu 1755
Vat tu 1756,Dam thep,tan,193.29,58730,5,Ghi chu 1756
Vat tu 1757,Bu long - Oc vit,met,103.01,60513,5,Ghi chu 1757
Vat tu 1758,Thep goc,thung,27.27,68990,5,Ghi chu 1758
Vat tu 1759,Thep goc,kg,286.61,68672,5,Ghi chu 1759
Vat tu 1760,Thep hinh,tan,83.26,71402,5,Ghi chu 1760
Vat tu 1761,Vat tu tieu hao,tam,152.13,59803,5,Ghi chu 1761
Vat tu 1762,Ong thep,met,29.72,53724,5,Ghi chu 1762
Vat tu 1763,Bu long - Oc vit,kg,273.60,59063,5,Ghi chu 1763
Vat tu 1764,Bu long - Oc vit,kg,167.56,50427,5,Ghi chu 1764
Vat tu 1765,Bu long - Oc vit,thung,231.91,57824,5,Ghi chu 1765
Vat tu 1766,Tam thep,tam,289.48,69945,5,Ghi chu 1766
Vat tu 1767,Vat tu tieu hao,thung,92.89,71425,5,Ghi chu 1767
Vat tu 1768,Thep hop,cuon,193.58,81727,5,Ghi chu 1768
Vat tu 1769,Thep goc,tan,297.52,82427,5,Ghi chu 1769
Vat tu 1770,Thep hop,thung,231.74,81479,5,Ghi chu 1770
Vat tu 1771,Thep hinh,tan,188.82,59343,5,Ghi chu 1771
Vat tu 1772,Thep hop,cuon,229.83,55763,5,Ghi chu 1772
Vat tu 1773,Thep hop,cai,112.75,53943,5,Ghi chu 1773
Vat tu 1774,Vat tu tieu hao,thung,115.57,58055,5,Ghi chu 1774
Vat tu 1775,Thep hop,thung,271.63,58432,5,Ghi chu 1775
Vat tu 1776,Thep hinh,thung,269.45,64767,5,Ghi chu 1776
Vat tu 1777,Thep goc,thung,211.28,60816,5,Ghi chu 1777
Vat tu 1778,Bu long - Oc vit,cuon,4.64,55711,5,Ghi chu 1778
Vat tu 1779,Ong thep,thung,62.97,59125,5,Ghi chu 1779
Vat tu 1780,Thep goc,tan,316.15,76723,5,Ghi chu 1780
Vat tu 1781,Thep hop,tam,170.84,67223,5,Ghi chu 1781
Vat tu 1782,Thep goc,cai,210.24,73159,5,Ghi chu 1782
Vat tu 1783,Bu long - Oc vit,tam,99.87,79071,5,Ghi chu 1783
Vat tu 1784,Thep hinh,cuon,26.66,74504,5,Ghi chu 1784
Vat tu 1785,Thep hinh,tam,72.02,65780,5,Ghi chu 1785
Vat tu 1786,Dam thep,tan,196.76,71498,5,Ghi chu 1786
Vat tu 1787,Thep hop,cai,113.01,74289,5,Ghi chu 1787
Vat tu 1788,Thep hop,thung,105.43,60777,5,Ghi chu 1788
Vat tu 1789,Thep goc,tam,128.31,76499,5,Ghi chu 1789
Vat tu 1790,Thep goc,tam,110.61,76651,5,Ghi chu 1790
Vat tu 1791,Tam thep,tam,285.15,82249,5,Ghi chu 1791
Vat tu 1792,Thep hop,tam,315.18,55725,5,Ghi chu 1792
Vat tu 1793,Bu long - Oc vit,tam,144.62,59980,5,Ghi chu 1793
Vat tu 1794,Thep goc,tan,104.00,81353,5,Ghi chu 1794
Vat tu 1795,Dam thep,thung,18.30,74546,5,Ghi chu 1795
Vat tu 1796,Ong thep,cai,259.27,64418,5,Ghi chu 1796
Vat tu 1797,Tam thep,tam,172.06,50933,5,Ghi chu 1797
Vat tu 1798,Ong thep,thung,47.66,61004,5,Ghi chu 1798
Vat tu 1799,Tam thep,cai,70.10,66658,5,Ghi chu 1799
Vat tu 1800,Thep goc,cai,159.57,74510,5,Ghi chu 1800
Vat tu 1801,Ong thep,tan,208.29,62459,5,Ghi chu 1801
Vat tu 1802,Ong thep,met,193.24,82290,5,Ghi chu 1802
Vat tu 1803,Bu long - Oc vit,cuon,145.24,79319,5,Ghi chu 1803
Vat tu 1804,Ong thep,met,206.52,51062,5,Ghi chu 1804
Vat tu 1805,Bu long - Oc vit,tam,305.96,76005,5,Ghi chu 1805
Vat tu 1806,Tam thep,met,318.04,70252,5,Ghi chu 1806
Vat tu 1807,Dam thep,met,103.58,77868,5,Ghi chu 1807
Vat tu 1808,Dam thep,met,57.47,71251,5,Ghi chu 1808
Vat tu 1809,Dam thep,tan,204.56,59756,5,Ghi chu 1809
Vat tu 1810,Dam thep,kg,237.14,70470,5,Ghi chu 1810
Vat tu 1811,Vat tu tieu hao,thung,16.69,70516,5,Ghi chu 1811
Vat tu 1812,Bu long - Oc vit,kg,154.98,82558,5,Ghi chu 1812
Vat tu 1813,Dam thep,cai,121.19,78772,5,Ghi chu 1813
Vat tu 1814,Thep hinh,met,135.53,62487,5,Ghi chu 1814
Vat tu 1815,Thep goc,tam,2.37,76097,5,Ghi chu 1815
Vat tu 1816,Tam thep,met,124.55,74729,5,Ghi chu 1816
Vat tu 1817,Ong thep,tam,14.05,75079,5,Ghi chu 1817
Vat tu 1818,Ong thep,tam,237.14,61367,5,Ghi chu 1818
Vat tu 1819,Thep hinh,kg,17.64,80980,5,Ghi chu 1819
Vat tu 1820,Thep hinh,tan,78.96,63182,5,Ghi chu 1820
Vat tu 1821,Thep hinh,cuon,32.53,54190,5,Ghi chu 1821
Vat tu 1822,Tam thep,met,45.64,72862,5,Ghi chu 1822
Vat tu 1823,Thep goc,met,154.45,66844,5,Ghi chu 1823
Vat tu 1824,Vat tu tieu hao,thung,313.53,60466,5,Ghi chu 1824
Vat tu 1825,Dam thep,thung,80.57,81005,5,Ghi chu 1825
Vat tu 1826,Tam thep,cuon,242.15,81324,5,Ghi chu 1826
Vat tu 1827,Bu long - Oc vit,met,104.46,82340,5,Ghi chu 1827
Vat tu 1828,Tam thep,cai,274.56,82741,5,Ghi chu 1828
Vat tu 1829,Thep goc,tan,56.78,69639,5,Ghi chu 1829
Vat tu 1830,Thep hop,cuon,312.48,54479,5,Ghi chu 1830
Vat tu 1831,Thep goc,cuon,270.15,76341,5,Ghi chu 1831
Vat tu 1832,Thep goc,kg,27.29,82321,5,Ghi chu 1832
Vat tu 1833,Thep hinh,met,148.39,60844,5,Ghi chu 1833
Vat tu 1834,Thep hinh,tam,184.96,79889,5,Ghi chu 1834
Vat tu 1835,Vat tu tieu hao,tam,190.63,77190,5,Ghi chu 1835
Vat tu 1836,Tam thep,kg,310.36,65819,5,Ghi chu 1836
Vat tu 1837,Tam thep,cuon,166.59,73310,5,Ghi chu 1837
Vat tu 1838,Thep goc,tan,198.26,67453,5,Ghi chu 1838
Vat tu 1839,Tam thep,thung,30.77,52063,5,Ghi chu 1839
Vat tu 1840,Thep hop,tam,270.57,63973,5,Ghi chu 1840
Vat tu 1841,Vat tu tieu hao,met,302.35,81804,5,Ghi chu 1841
Vat tu 1842,Vat tu tieu hao,thung,324.05,82519,5,Ghi chu 1842
Vat tu 1843,Vat tu tieu hao,tan,141.56,54945,5,Ghi chu 1843
Vat tu 1844,Thep hop,thung,120.51,70613,5,Ghi chu 1844
Vat tu 1845,Dam thep,thung,202.90,62534,5,Ghi chu 1845
Vat tu 1846,Bu long - Oc vit,met,167.68,74513,5,Ghi chu 1846
Vat tu 1847,Thep hop,cuon,320.64,79677,5,Ghi chu 1847
Vat tu 1848,Ong thep,kg,90.08,72053,5,Ghi chu 1848
Vat tu 1849,Ong thep,cai,281.73,82533,5,Ghi chu 1849
Vat tu 1850,Thep hinh,cuon,209.58,67721,5,Ghi chu 1850
Vat tu 1851,Tam thep,cuon,194.29,65214,5,Ghi chu 1851
Vat tu 1852,Thep goc,cuon,313.29,52295,5,Ghi chu 1852
Vat tu 1853,Tam thep,cuon,138.61,65474,5,Ghi chu 1853
Vat tu 1854,Thep goc,cuon,65.26,60863,5,Ghi chu 1854
Vat tu 1855,Thep hinh,tan,22.03,61743,5,Ghi chu 1855
Vat tu 1856,Thep goc,tam,160.92,50645,5,Ghi chu 1856
Vat tu 1857,Thep hop,cai,110.43,55942,5,Ghi chu 1857
Vat tu 1858,Bu long - Oc vit,tan,121.74,58360,5,Ghi chu 1858
Vat tu 1859,Thep hop,cuon,28.24,75713,5,Ghi chu 1859
Vat tu 1860,Thep hop,tam,82.01,74176,5,Ghi chu 1860
Vat tu 1861,Vat tu tieu hao,cuon,104.35,71706,5,Ghi chu 1861
Vat tu 1862,Vat tu tieu hao,cuon,2.70,57385,5,Ghi chu 1862
Vat tu 1863,Dam thep,cuon,158.42,52623,5,Ghi chu 1863
Vat tu 1864,Vat tu tieu hao,met,118.30,52133,5,Ghi chu 1864
Vat tu 1865,Vat tu tieu hao,kg,19.75,62471,5,Ghi chu 1865
Vat tu 1866,Vat tu tieu hao,tan,2.46,72024,5,Ghi chu 1866
Vat tu 1867,Ong thep,kg,173.87,81450,5,Ghi chu 1867
Vat tu 1868,Thep hop,cuon,201.45,67733,5,Ghi chu 1868
Vat tu 1869,Thep hinh,thung,257.74,75493,5,Ghi chu 1869
Vat tu 1870,Thep goc,kg,116.69,79522,5,Ghi chu 1870
